levelId,patternId,practiceId,variant,????,?????
intermediate,1,5,simple,I need a good night’s sleep.,sentence-patterns/bella/intermediate/pattern-1/practice-5-simple.mp3
intermediate,1,5,natural,What I’m really looking for is a good night’s sleep.,sentence-patterns/bella/intermediate/pattern-1/practice-5-natural.mp3
intermediate,1,6,target,What I’m really looking for is better English speaking skills.,sentence-patterns/bella/intermediate/pattern-1/practice-6-target.mp3
intermediate,1,6,recommended,What I’m really looking for is better English speaking skills.,sentence-patterns/bella/intermediate/pattern-1/practice-6-recommended.mp3
intermediate,1,6,idiomatic,What I’m really looking for is better English speaking skills.,sentence-patterns/bella/intermediate/pattern-1/practice-6-idiomatic.mp3
intermediate,1,6,simple,I want to speak English better.,sentence-patterns/bella/intermediate/pattern-1/practice-6-simple.mp3
intermediate,1,6,natural,What I’m really looking for is better English speaking skills.,sentence-patterns/bella/intermediate/pattern-1/practice-6-natural.mp3
intermediate,1,7,target,What I’m really looking for is more quality time with my parents.,sentence-patterns/bella/intermediate/pattern-1/practice-7-target.mp3
intermediate,1,7,recommended,What I’m really looking for is more quality time with my parents.,sentence-patterns/bella/intermediate/pattern-1/practice-7-recommended.mp3
intermediate,1,7,idiomatic,What I’m really looking for is more quality time with my parents.,sentence-patterns/bella/intermediate/pattern-1/practice-7-idiomatic.mp3
intermediate,1,7,simple,I want more time with my parents.,sentence-patterns/bella/intermediate/pattern-1/practice-7-simple.mp3
intermediate,1,7,natural,What I’m really looking for is more quality time with my parents.,sentence-patterns/bella/intermediate/pattern-1/practice-7-natural.mp3
intermediate,1,8,target,What I’m really looking for is financial advice about my savings.,sentence-patterns/bella/intermediate/pattern-1/practice-8-target.mp3
intermediate,1,8,recommended,What I’m really looking for is financial advice about my savings.,sentence-patterns/bella/intermediate/pattern-1/practice-8-recommended.mp3
intermediate,1,8,idiomatic,What I’m really looking for is financial advice about my savings.,sentence-patterns/bella/intermediate/pattern-1/practice-8-idiomatic.mp3
intermediate,1,8,simple,I need financial advice.,sentence-patterns/bella/intermediate/pattern-1/practice-8-simple.mp3
intermediate,1,8,natural,What I’m really looking for is financial advice about my savings.,sentence-patterns/bella/intermediate/pattern-1/practice-8-natural.mp3
intermediate,1,9,target,What I’m really looking for is a reliable car.,sentence-patterns/bella/intermediate/pattern-1/practice-9-target.mp3
intermediate,1,9,recommended,What I’m really looking for is a reliable car.,sentence-patterns/bella/intermediate/pattern-1/practice-9-recommended.mp3
intermediate,1,9,idiomatic,What I’m really looking for is a reliable car.,sentence-patterns/bella/intermediate/pattern-1/practice-9-idiomatic.mp3
intermediate,1,9,simple,I need a reliable car.,sentence-patterns/bella/intermediate/pattern-1/practice-9-simple.mp3
intermediate,1,9,natural,What I’m really looking for is a reliable car.,sentence-patterns/bella/intermediate/pattern-1/practice-9-natural.mp3
intermediate,1,10,target,What I’m really looking for is a short break from social media.,sentence-patterns/bella/intermediate/pattern-1/practice-10-target.mp3
intermediate,1,10,recommended,What I’m really looking for is a short break from social media.,sentence-patterns/bella/intermediate/pattern-1/practice-10-recommended.mp3
intermediate,1,10,idiomatic,What I’m really looking for is a short break from social media.,sentence-patterns/bella/intermediate/pattern-1/practice-10-idiomatic.mp3
intermediate,1,10,simple,I need a break from social media.,sentence-patterns/bella/intermediate/pattern-1/practice-10-simple.mp3
intermediate,1,10,natural,What I’m really looking for is a short break from social media.,sentence-patterns/bella/intermediate/pattern-1/practice-10-natural.mp3
intermediate,1,11,target,What I’m really looking for is a partner who supports my dreams.,sentence-patterns/bella/intermediate/pattern-1/practice-11-target.mp3
intermediate,1,11,recommended,What I’m really looking for is a partner who supports my dreams.,sentence-patterns/bella/intermediate/pattern-1/practice-11-recommended.mp3
intermediate,1,11,idiomatic,What I’m really looking for is a partner who supports my dreams.,sentence-patterns/bella/intermediate/pattern-1/practice-11-idiomatic.mp3
intermediate,1,11,simple,I want a supportive partner.,sentence-patterns/bella/intermediate/pattern-1/practice-11-simple.mp3
intermediate,1,11,natural,What I’m really looking for is a partner who supports my dreams.,sentence-patterns/bella/intermediate/pattern-1/practice-11-natural.mp3
intermediate,1,12,target,What I’m really looking for is a clear plan for my future career.,sentence-patterns/bella/intermediate/pattern-1/practice-12-target.mp3
intermediate,1,12,recommended,What I’m really looking for is a clear plan for my future career.,sentence-patterns/bella/intermediate/pattern-1/practice-12-recommended.mp3
intermediate,1,12,idiomatic,What I’m really looking for is a clear plan for my future career.,sentence-patterns/bella/intermediate/pattern-1/practice-12-idiomatic.mp3
intermediate,1,12,simple,I need a clear career plan.,sentence-patterns/bella/intermediate/pattern-1/practice-12-simple.mp3
intermediate,1,12,natural,What I’m really looking for is a clear plan for my future career.,sentence-patterns/bella/intermediate/pattern-1/practice-12-natural.mp3
intermediate,1,13,target,What I’m really looking for is a quick solution for this customer issue.,sentence-patterns/bella/intermediate/pattern-1/practice-13-target.mp3
intermediate,1,13,recommended,What I’m really looking for is a quick solution for this customer issue.,sentence-patterns/bella/intermediate/pattern-1/practice-13-recommended.mp3
intermediate,1,13,idiomatic,What I’m really looking for is a quick solution for this customer issue.,sentence-patterns/bella/intermediate/pattern-1/practice-13-idiomatic.mp3
intermediate,1,13,simple,We need to help the customer quickly.,sentence-patterns/bella/intermediate/pattern-1/practice-13-simple.mp3
intermediate,1,13,natural,What I’m really looking for is a quick solution for this customer issue.,sentence-patterns/bella/intermediate/pattern-1/practice-13-natural.mp3
intermediate,1,14,target,What I’m really looking for is a doctor’s appointment this week.,sentence-patterns/bella/intermediate/pattern-1/practice-14-target.mp3
intermediate,1,14,recommended,What I’m really looking for is a doctor’s appointment this week.,sentence-patterns/bella/intermediate/pattern-1/practice-14-recommended.mp3
intermediate,1,14,idiomatic,What I’m really looking for is a doctor’s appointment this week.,sentence-patterns/bella/intermediate/pattern-1/practice-14-idiomatic.mp3
intermediate,1,14,simple,I need a doctor’s appointment.,sentence-patterns/bella/intermediate/pattern-1/practice-14-simple.mp3
intermediate,1,14,natural,What I’m really looking for is a doctor’s appointment this week.,sentence-patterns/bella/intermediate/pattern-1/practice-14-natural.mp3
intermediate,1,15,target,What I’m really looking for is a trip to Europe next summer.,sentence-patterns/bella/intermediate/pattern-1/practice-15-target.mp3
intermediate,1,15,recommended,What I’m really looking for is a trip to Europe next summer.,sentence-patterns/bella/intermediate/pattern-1/practice-15-recommended.mp3
intermediate,1,15,idiomatic,What I’m really looking for is a trip to Europe next summer.,sentence-patterns/bella/intermediate/pattern-1/practice-15-idiomatic.mp3
intermediate,1,15,simple,I want to travel to Europe next summer.,sentence-patterns/bella/intermediate/pattern-1/practice-15-simple.mp3
intermediate,1,15,natural,What I’m really looking for is a trip to Europe next summer.,sentence-patterns/bella/intermediate/pattern-1/practice-15-natural.mp3
intermediate,1,16,target,What I’m really looking for is a calm conversation with my neighbor.,sentence-patterns/bella/intermediate/pattern-1/practice-16-target.mp3
intermediate,1,16,recommended,What I’m really looking for is a calm conversation with my neighbor.,sentence-patterns/bella/intermediate/pattern-1/practice-16-recommended.mp3
intermediate,1,16,idiomatic,What I’m really looking for is a calm conversation with my neighbor.,sentence-patterns/bella/intermediate/pattern-1/practice-16-idiomatic.mp3
intermediate,1,16,simple,I need to talk to my neighbor.,sentence-patterns/bella/intermediate/pattern-1/practice-16-simple.mp3
intermediate,1,16,natural,What I’m really looking for is a calm conversation with my neighbor.,sentence-patterns/bella/intermediate/pattern-1/practice-16-natural.mp3
intermediate,1,17,target,What I’m really looking for is a fair conversation with my teammate.,sentence-patterns/bella/intermediate/pattern-1/practice-17-target.mp3
intermediate,1,17,recommended,What I’m really looking for is a fair conversation with my teammate.,sentence-patterns/bella/intermediate/pattern-1/practice-17-recommended.mp3
intermediate,1,17,idiomatic,What I’m really looking for is a fair conversation with my teammate.,sentence-patterns/bella/intermediate/pattern-1/practice-17-idiomatic.mp3
intermediate,1,17,simple,We need to solve the team conflict.,sentence-patterns/bella/intermediate/pattern-1/practice-17-simple.mp3
intermediate,1,17,natural,What I’m really looking for is a fair conversation with my teammate.,sentence-patterns/bella/intermediate/pattern-1/practice-17-natural.mp3
intermediate,1,18,target,What I’m really looking for is a calmer morning routine.,sentence-patterns/bella/intermediate/pattern-1/practice-18-target.mp3
intermediate,1,18,recommended,What I’m really looking for is a calmer morning routine.,sentence-patterns/bella/intermediate/pattern-1/practice-18-recommended.mp3
intermediate,1,18,idiomatic,What I’m really looking for is a calmer morning routine.,sentence-patterns/bella/intermediate/pattern-1/practice-18-idiomatic.mp3
intermediate,1,18,simple,I want a calmer morning.,sentence-patterns/bella/intermediate/pattern-1/practice-18-simple.mp3
intermediate,1,18,natural,What I’m really looking for is a calmer morning routine.,sentence-patterns/bella/intermediate/pattern-1/practice-18-natural.mp3
intermediate,1,19,target,What I’m really looking for is an emergency fund.,sentence-patterns/bella/intermediate/pattern-1/practice-19-target.mp3
intermediate,1,19,recommended,What I’m really looking for is an emergency fund.,sentence-patterns/bella/intermediate/pattern-1/practice-19-recommended.mp3
intermediate,1,19,idiomatic,What I’m really looking for is an emergency fund.,sentence-patterns/bella/intermediate/pattern-1/practice-19-idiomatic.mp3
intermediate,1,19,simple,I need an emergency fund.,sentence-patterns/bella/intermediate/pattern-1/practice-19-simple.mp3
intermediate,1,19,natural,What I’m really looking for is an emergency fund.,sentence-patterns/bella/intermediate/pattern-1/practice-19-natural.mp3
intermediate,1,20,target,What I’m really looking for is a friendly language exchange group.,sentence-patterns/bella/intermediate/pattern-1/practice-20-target.mp3
intermediate,1,20,recommended,What I’m really looking for is a friendly language exchange group.,sentence-patterns/bella/intermediate/pattern-1/practice-20-recommended.mp3
intermediate,1,20,idiomatic,What I’m really looking for is a friendly language exchange group.,sentence-patterns/bella/intermediate/pattern-1/practice-20-idiomatic.mp3
intermediate,1,20,simple,I want more speaking practice.,sentence-patterns/bella/intermediate/pattern-1/practice-20-simple.mp3
intermediate,1,20,natural,What I’m really looking for is a friendly language exchange group.,sentence-patterns/bella/intermediate/pattern-1/practice-20-natural.mp3
intermediate,2,1,target,"If it’s not too much trouble, could you finish this project before Friday?",sentence-patterns/bella/intermediate/pattern-2/practice-1-target.mp3
intermediate,2,1,recommended,"If it’s not too much trouble, could you finish this project before Friday?",sentence-patterns/bella/intermediate/pattern-2/practice-1-recommended.mp3
intermediate,2,1,idiomatic,"If it’s not too much trouble, could you finish this project before Friday?",sentence-patterns/bella/intermediate/pattern-2/practice-1-idiomatic.mp3
intermediate,2,1,simple,I need more time for this project.,sentence-patterns/bella/intermediate/pattern-2/practice-1-simple.mp3
intermediate,2,1,natural,"If it’s not too much trouble, could you finish this project before Friday?",sentence-patterns/bella/intermediate/pattern-2/practice-1-natural.mp3
intermediate,2,2,target,"If it’s not too much trouble, could you get honest feedback on my presentation?",sentence-patterns/bella/intermediate/pattern-2/practice-2-target.mp3
intermediate,2,2,recommended,"If it’s not too much trouble, could you get honest feedback on my presentation?",sentence-patterns/bella/intermediate/pattern-2/practice-2-recommended.mp3
intermediate,2,2,idiomatic,"If it’s not too much trouble, could you get honest feedback on my presentation?",sentence-patterns/bella/intermediate/pattern-2/practice-2-idiomatic.mp3
intermediate,2,2,simple,I need feedback on my presentation.,sentence-patterns/bella/intermediate/pattern-2/practice-2-simple.mp3
intermediate,2,2,natural,"If it’s not too much trouble, could you get honest feedback on my presentation?",sentence-patterns/bella/intermediate/pattern-2/practice-2-natural.mp3
intermediate,2,3,target,"If it’s not too much trouble, could you find a new apartment closer to my office?",sentence-patterns/bella/intermediate/pattern-2/practice-3-target.mp3
intermediate,2,3,recommended,"If it’s not too much trouble, could you find a new apartment closer to my office?",sentence-patterns/bella/intermediate/pattern-2/practice-3-recommended.mp3
intermediate,2,3,idiomatic,"If it’s not too much trouble, could you find a new apartment closer to my office?",sentence-patterns/bella/intermediate/pattern-2/practice-3-idiomatic.mp3
intermediate,2,3,simple,I want an apartment near my office.,sentence-patterns/bella/intermediate/pattern-2/practice-3-simple.mp3
intermediate,2,3,natural,"If it’s not too much trouble, could you find a new apartment closer to my office?",sentence-patterns/bella/intermediate/pattern-2/practice-3-natural.mp3
intermediate,2,4,target,"If it’s not too much trouble, could you learn how to cook healthy meals?",sentence-patterns/bella/intermediate/pattern-2/practice-4-target.mp3
intermediate,2,4,recommended,"If it’s not too much trouble, could you learn how to cook healthy meals?",sentence-patterns/bella/intermediate/pattern-2/practice-4-recommended.mp3
intermediate,2,4,idiomatic,"If it’s not too much trouble, could you learn how to cook healthy meals?",sentence-patterns/bella/intermediate/pattern-2/practice-4-idiomatic.mp3
intermediate,2,4,simple,I want to cook healthy meals.,sentence-patterns/bella/intermediate/pattern-2/practice-4-simple.mp3
intermediate,2,4,natural,"If it’s not too much trouble, could you learn how to cook healthy meals?",sentence-patterns/bella/intermediate/pattern-2/practice-4-natural.mp3
intermediate,2,5,target,"If it’s not too much trouble, could you get a good night’s sleep?",sentence-patterns/bella/intermediate/pattern-2/practice-5-target.mp3
intermediate,2,5,recommended,"If it’s not too much trouble, could you get a good night’s sleep?",sentence-patterns/bella/intermediate/pattern-2/practice-5-recommended.mp3
intermediate,2,5,idiomatic,"If it’s not too much trouble, could you get a good night’s sleep?",sentence-patterns/bella/intermediate/pattern-2/practice-5-idiomatic.mp3
intermediate,2,5,simple,I need a good night’s sleep.,sentence-patterns/bella/intermediate/pattern-2/practice-5-simple.mp3
intermediate,2,5,natural,"If it’s not too much trouble, could you get a good night’s sleep?",sentence-patterns/bella/intermediate/pattern-2/practice-5-natural.mp3
intermediate,2,6,target,"If it’s not too much trouble, could you improve my English speaking skills?",sentence-patterns/bella/intermediate/pattern-2/practice-6-target.mp3
intermediate,2,6,recommended,"If it’s not too much trouble, could you improve my English speaking skills?",sentence-patterns/bella/intermediate/pattern-2/practice-6-recommended.mp3
intermediate,2,6,idiomatic,"If it’s not too much trouble, could you improve my English speaking skills?",sentence-patterns/bella/intermediate/pattern-2/practice-6-idiomatic.mp3
intermediate,2,6,simple,I want to speak English better.,sentence-patterns/bella/intermediate/pattern-2/practice-6-simple.mp3
intermediate,2,6,natural,"If it’s not too much trouble, could you improve my English speaking skills?",sentence-patterns/bella/intermediate/pattern-2/practice-6-natural.mp3
intermediate,2,7,target,"If it’s not too much trouble, could you spend more quality time with my parents?",sentence-patterns/bella/intermediate/pattern-2/practice-7-target.mp3
intermediate,2,7,recommended,"If it’s not too much trouble, could you spend more quality time with my parents?",sentence-patterns/bella/intermediate/pattern-2/practice-7-recommended.mp3
intermediate,2,7,idiomatic,"If it’s not too much trouble, could you spend more quality time with my parents?",sentence-patterns/bella/intermediate/pattern-2/practice-7-idiomatic.mp3
intermediate,2,7,simple,I want more time with my parents.,sentence-patterns/bella/intermediate/pattern-2/practice-7-simple.mp3
intermediate,2,7,natural,"If it’s not too much trouble, could you spend more quality time with my parents?",sentence-patterns/bella/intermediate/pattern-2/practice-7-natural.mp3
intermediate,2,8,target,"If it’s not too much trouble, could you get financial advice about my savings?",sentence-patterns/bella/intermediate/pattern-2/practice-8-target.mp3
intermediate,2,8,recommended,"If it’s not too much trouble, could you get financial advice about my savings?",sentence-patterns/bella/intermediate/pattern-2/practice-8-recommended.mp3
intermediate,2,8,idiomatic,"If it’s not too much trouble, could you get financial advice about my savings?",sentence-patterns/bella/intermediate/pattern-2/practice-8-idiomatic.mp3
intermediate,2,8,simple,I need financial advice.,sentence-patterns/bella/intermediate/pattern-2/practice-8-simple.mp3
intermediate,2,8,natural,"If it’s not too much trouble, could you get financial advice about my savings?",sentence-patterns/bella/intermediate/pattern-2/practice-8-natural.mp3
intermediate,2,9,target,"If it’s not too much trouble, could you buy a reliable car?",sentence-patterns/bella/intermediate/pattern-2/practice-9-target.mp3
intermediate,2,9,recommended,"If it’s not too much trouble, could you buy a reliable car?",sentence-patterns/bella/intermediate/pattern-2/practice-9-recommended.mp3
intermediate,2,9,idiomatic,"If it’s not too much trouble, could you buy a reliable car?",sentence-patterns/bella/intermediate/pattern-2/practice-9-idiomatic.mp3
intermediate,2,9,simple,I need a reliable car.,sentence-patterns/bella/intermediate/pattern-2/practice-9-simple.mp3
intermediate,2,9,natural,"If it’s not too much trouble, could you buy a reliable car?",sentence-patterns/bella/intermediate/pattern-2/practice-9-natural.mp3
intermediate,2,10,target,"If it’s not too much trouble, could you take a short break from social media?",sentence-patterns/bella/intermediate/pattern-2/practice-10-target.mp3
intermediate,2,10,recommended,"If it’s not too much trouble, could you take a short break from social media?",sentence-patterns/bella/intermediate/pattern-2/practice-10-recommended.mp3
intermediate,2,10,idiomatic,"If it’s not too much trouble, could you take a short break from social media?",sentence-patterns/bella/intermediate/pattern-2/practice-10-idiomatic.mp3
intermediate,2,10,simple,I need a break from social media.,sentence-patterns/bella/intermediate/pattern-2/practice-10-simple.mp3
intermediate,2,10,natural,"If it’s not too much trouble, could you take a short break from social media?",sentence-patterns/bella/intermediate/pattern-2/practice-10-natural.mp3
intermediate,2,11,target,"If it’s not too much trouble, could you find a partner who supports my dreams?",sentence-patterns/bella/intermediate/pattern-2/practice-11-target.mp3
intermediate,2,11,recommended,"If it’s not too much trouble, could you find a partner who supports my dreams?",sentence-patterns/bella/intermediate/pattern-2/practice-11-recommended.mp3
intermediate,2,11,idiomatic,"If it’s not too much trouble, could you find a partner who supports my dreams?",sentence-patterns/bella/intermediate/pattern-2/practice-11-idiomatic.mp3
intermediate,2,11,simple,I want a supportive partner.,sentence-patterns/bella/intermediate/pattern-2/practice-11-simple.mp3
intermediate,2,11,natural,"If it’s not too much trouble, could you find a partner who supports my dreams?",sentence-patterns/bella/intermediate/pattern-2/practice-11-natural.mp3
intermediate,2,12,target,"If it’s not too much trouble, could you make a clear plan for my future career?",sentence-patterns/bella/intermediate/pattern-2/practice-12-target.mp3
intermediate,2,12,recommended,"If it’s not too much trouble, could you make a clear plan for my future career?",sentence-patterns/bella/intermediate/pattern-2/practice-12-recommended.mp3
intermediate,2,12,idiomatic,"If it’s not too much trouble, could you make a clear plan for my future career?",sentence-patterns/bella/intermediate/pattern-2/practice-12-idiomatic.mp3
intermediate,2,12,simple,I need a clear career plan.,sentence-patterns/bella/intermediate/pattern-2/practice-12-simple.mp3
intermediate,2,12,natural,"If it’s not too much trouble, could you make a clear plan for my future career?",sentence-patterns/bella/intermediate/pattern-2/practice-12-natural.mp3
intermediate,2,13,target,"If it’s not too much trouble, could you solve this customer issue quickly?",sentence-patterns/bella/intermediate/pattern-2/practice-13-target.mp3
intermediate,2,13,recommended,"If it’s not too much trouble, could you solve this customer issue quickly?",sentence-patterns/bella/intermediate/pattern-2/practice-13-recommended.mp3
intermediate,2,13,idiomatic,"If it’s not too much trouble, could you solve this customer issue quickly?",sentence-patterns/bella/intermediate/pattern-2/practice-13-idiomatic.mp3
intermediate,2,13,simple,We need to help the customer quickly.,sentence-patterns/bella/intermediate/pattern-2/practice-13-simple.mp3
intermediate,2,13,natural,"If it’s not too much trouble, could you solve this customer issue quickly?",sentence-patterns/bella/intermediate/pattern-2/practice-13-natural.mp3
intermediate,2,14,target,"If it’s not too much trouble, could you make a doctor’s appointment this week?",sentence-patterns/bella/intermediate/pattern-2/practice-14-target.mp3
intermediate,2,14,recommended,"If it’s not too much trouble, could you make a doctor’s appointment this week?",sentence-patterns/bella/intermediate/pattern-2/practice-14-recommended.mp3
intermediate,2,14,idiomatic,"If it’s not too much trouble, could you make a doctor’s appointment this week?",sentence-patterns/bella/intermediate/pattern-2/practice-14-idiomatic.mp3
intermediate,2,14,simple,I need a doctor’s appointment.,sentence-patterns/bella/intermediate/pattern-2/practice-14-simple.mp3
intermediate,2,14,natural,"If it’s not too much trouble, could you make a doctor’s appointment this week?",sentence-patterns/bella/intermediate/pattern-2/practice-14-natural.mp3
intermediate,2,15,target,"If it’s not too much trouble, could you plan a trip to Europe next summer?",sentence-patterns/bella/intermediate/pattern-2/practice-15-target.mp3
intermediate,2,15,recommended,"If it’s not too much trouble, could you plan a trip to Europe next summer?",sentence-patterns/bella/intermediate/pattern-2/practice-15-recommended.mp3
intermediate,2,15,idiomatic,"If it’s not too much trouble, could you plan a trip to Europe next summer?",sentence-patterns/bella/intermediate/pattern-2/practice-15-idiomatic.mp3
intermediate,2,15,simple,I want to travel to Europe next summer.,sentence-patterns/bella/intermediate/pattern-2/practice-15-simple.mp3
intermediate,2,15,natural,"If it’s not too much trouble, could you plan a trip to Europe next summer?",sentence-patterns/bella/intermediate/pattern-2/practice-15-natural.mp3
intermediate,2,16,target,"If it’s not too much trouble, could you talk to my neighbor about the noise?",sentence-patterns/bella/intermediate/pattern-2/practice-16-target.mp3
intermediate,2,16,recommended,"If it’s not too much trouble, could you talk to my neighbor about the noise?",sentence-patterns/bella/intermediate/pattern-2/practice-16-recommended.mp3
intermediate,2,16,idiomatic,"If it’s not too much trouble, could you talk to my neighbor about the noise?",sentence-patterns/bella/intermediate/pattern-2/practice-16-idiomatic.mp3
intermediate,2,16,simple,I need to talk to my neighbor.,sentence-patterns/bella/intermediate/pattern-2/practice-16-simple.mp3
intermediate,2,16,natural,"If it’s not too much trouble, could you talk to my neighbor about the noise?",sentence-patterns/bella/intermediate/pattern-2/practice-16-natural.mp3
intermediate,2,17,target,"If it’s not too much trouble, could you resolve the conflict with my teammate?",sentence-patterns/bella/intermediate/pattern-2/practice-17-target.mp3
intermediate,2,17,recommended,"If it’s not too much trouble, could you resolve the conflict with my teammate?",sentence-patterns/bella/intermediate/pattern-2/practice-17-recommended.mp3
intermediate,2,17,idiomatic,"If it’s not too much trouble, could you resolve the conflict with my teammate?",sentence-patterns/bella/intermediate/pattern-2/practice-17-idiomatic.mp3
intermediate,2,17,simple,We need to solve the team conflict.,sentence-patterns/bella/intermediate/pattern-2/practice-17-simple.mp3
intermediate,2,17,natural,"If it’s not too much trouble, could you resolve the conflict with my teammate?",sentence-patterns/bella/intermediate/pattern-2/practice-17-natural.mp3
intermediate,2,18,target,"If it’s not too much trouble, could you build a calmer morning routine?",sentence-patterns/bella/intermediate/pattern-2/practice-18-target.mp3
intermediate,2,18,recommended,"If it’s not too much trouble, could you build a calmer morning routine?",sentence-patterns/bella/intermediate/pattern-2/practice-18-recommended.mp3
intermediate,2,18,idiomatic,"If it’s not too much trouble, could you build a calmer morning routine?",sentence-patterns/bella/intermediate/pattern-2/practice-18-idiomatic.mp3
intermediate,2,18,simple,I want a calmer morning.,sentence-patterns/bella/intermediate/pattern-2/practice-18-simple.mp3
intermediate,2,18,natural,"If it’s not too much trouble, could you build a calmer morning routine?",sentence-patterns/bella/intermediate/pattern-2/practice-18-natural.mp3
intermediate,2,19,target,"If it’s not too much trouble, could you save money for an emergency fund?",sentence-patterns/bella/intermediate/pattern-2/practice-19-target.mp3
intermediate,2,19,recommended,"If it’s not too much trouble, could you save money for an emergency fund?",sentence-patterns/bella/intermediate/pattern-2/practice-19-recommended.mp3
intermediate,2,19,idiomatic,"If it’s not too much trouble, could you save money for an emergency fund?",sentence-patterns/bella/intermediate/pattern-2/practice-19-idiomatic.mp3
intermediate,2,19,simple,I need an emergency fund.,sentence-patterns/bella/intermediate/pattern-2/practice-19-simple.mp3
intermediate,2,19,natural,"If it’s not too much trouble, could you save money for an emergency fund?",sentence-patterns/bella/intermediate/pattern-2/practice-19-natural.mp3
intermediate,2,20,target,"If it’s not too much trouble, could you join a language exchange group?",sentence-patterns/bella/intermediate/pattern-2/practice-20-target.mp3
intermediate,2,20,recommended,"If it’s not too much trouble, could you join a language exchange group?",sentence-patterns/bella/intermediate/pattern-2/practice-20-recommended.mp3
intermediate,2,20,idiomatic,"If it’s not too much trouble, could you join a language exchange group?",sentence-patterns/bella/intermediate/pattern-2/practice-20-idiomatic.mp3
intermediate,2,20,simple,I want more speaking practice.,sentence-patterns/bella/intermediate/pattern-2/practice-20-simple.mp3
intermediate,2,20,natural,"If it’s not too much trouble, could you join a language exchange group?",sentence-patterns/bella/intermediate/pattern-2/practice-20-natural.mp3
intermediate,3,1,target,I would appreciate it if you could help me finish this project before Friday.,sentence-patterns/bella/intermediate/pattern-3/practice-1-target.mp3
intermediate,3,1,recommended,I would appreciate it if you could help me finish this project before Friday.,sentence-patterns/bella/intermediate/pattern-3/practice-1-recommended.mp3
intermediate,3,1,idiomatic,I would appreciate it if you could help me finish this project before Friday.,sentence-patterns/bella/intermediate/pattern-3/practice-1-idiomatic.mp3
intermediate,3,1,simple,I need more time for this project.,sentence-patterns/bella/intermediate/pattern-3/practice-1-simple.mp3
intermediate,3,1,natural,I would appreciate it if you could help me finish this project before Friday.,sentence-patterns/bella/intermediate/pattern-3/practice-1-natural.mp3
intermediate,3,2,target,I would appreciate it if you could help me get honest feedback on my presentation.,sentence-patterns/bella/intermediate/pattern-3/practice-2-target.mp3
