levelId,patternId,practiceId,variant,????,?????
advanced,1,7,simple,I want more time with my parents.,sentence-patterns/bella/advanced/pattern-1/practice-7-simple.mp3
advanced,1,7,natural,"Were it not for the fact that I do not see my parents often enough, I would spend more quality time with my parents.",sentence-patterns/bella/advanced/pattern-1/practice-7-natural.mp3
advanced,1,8,target,"Were it not for the fact that I do not have a clear savings plan, I would get financial advice about my savings.",sentence-patterns/bella/advanced/pattern-1/practice-8-target.mp3
advanced,1,8,recommended,"Were it not for the fact that I do not have a clear savings plan, I would get financial advice about my savings.",sentence-patterns/bella/advanced/pattern-1/practice-8-recommended.mp3
advanced,1,8,idiomatic,"Were it not for the fact that I do not have a clear savings plan, I would get financial advice about my savings.",sentence-patterns/bella/advanced/pattern-1/practice-8-idiomatic.mp3
advanced,1,8,simple,I need financial advice.,sentence-patterns/bella/advanced/pattern-1/practice-8-simple.mp3
advanced,1,8,natural,"Were it not for the fact that I do not have a clear savings plan, I would get financial advice about my savings.",sentence-patterns/bella/advanced/pattern-1/practice-8-natural.mp3
advanced,1,9,target,"Were it not for the fact that my car breaks down too often, I would buy a reliable car.",sentence-patterns/bella/advanced/pattern-1/practice-9-target.mp3
advanced,1,9,recommended,"Were it not for the fact that my car breaks down too often, I would buy a reliable car.",sentence-patterns/bella/advanced/pattern-1/practice-9-recommended.mp3
advanced,1,9,idiomatic,"Were it not for the fact that my car breaks down too often, I would buy a reliable car.",sentence-patterns/bella/advanced/pattern-1/practice-9-idiomatic.mp3
advanced,1,9,simple,I need a reliable car.,sentence-patterns/bella/advanced/pattern-1/practice-9-simple.mp3
advanced,1,9,natural,"Were it not for the fact that my car breaks down too often, I would buy a reliable car.",sentence-patterns/bella/advanced/pattern-1/practice-9-natural.mp3
advanced,1,10,target,"Were it not for the fact that social media takes too much of my attention, I would take a short break from social media.",sentence-patterns/bella/advanced/pattern-1/practice-10-target.mp3
advanced,1,10,recommended,"Were it not for the fact that social media takes too much of my attention, I would take a short break from social media.",sentence-patterns/bella/advanced/pattern-1/practice-10-recommended.mp3
advanced,1,10,idiomatic,"Were it not for the fact that social media takes too much of my attention, I would take a short break from social media.",sentence-patterns/bella/advanced/pattern-1/practice-10-idiomatic.mp3
advanced,1,10,simple,I need a break from social media.,sentence-patterns/bella/advanced/pattern-1/practice-10-simple.mp3
advanced,1,10,natural,"Were it not for the fact that social media takes too much of my attention, I would take a short break from social media.",sentence-patterns/bella/advanced/pattern-1/practice-10-natural.mp3
advanced,1,11,target,"Were it not for the fact that I do not feel fully supported, I would find a partner who supports my dreams.",sentence-patterns/bella/advanced/pattern-1/practice-11-target.mp3
advanced,1,11,recommended,"Were it not for the fact that I do not feel fully supported, I would find a partner who supports my dreams.",sentence-patterns/bella/advanced/pattern-1/practice-11-recommended.mp3
advanced,1,11,idiomatic,"Were it not for the fact that I do not feel fully supported, I would find a partner who supports my dreams.",sentence-patterns/bella/advanced/pattern-1/practice-11-idiomatic.mp3
advanced,1,11,simple,I want a supportive partner.,sentence-patterns/bella/advanced/pattern-1/practice-11-simple.mp3
advanced,1,11,natural,"Were it not for the fact that I do not feel fully supported, I would find a partner who supports my dreams.",sentence-patterns/bella/advanced/pattern-1/practice-11-natural.mp3
advanced,1,12,target,"Were it not for the fact that my career direction is not clear, I would make a clear plan for my future career.",sentence-patterns/bella/advanced/pattern-1/practice-12-target.mp3
advanced,1,12,recommended,"Were it not for the fact that my career direction is not clear, I would make a clear plan for my future career.",sentence-patterns/bella/advanced/pattern-1/practice-12-recommended.mp3
advanced,1,12,idiomatic,"Were it not for the fact that my career direction is not clear, I would make a clear plan for my future career.",sentence-patterns/bella/advanced/pattern-1/practice-12-idiomatic.mp3
advanced,1,12,simple,I need a clear career plan.,sentence-patterns/bella/advanced/pattern-1/practice-12-simple.mp3
advanced,1,12,natural,"Were it not for the fact that my career direction is not clear, I would make a clear plan for my future career.",sentence-patterns/bella/advanced/pattern-1/practice-12-natural.mp3
advanced,1,13,target,"Were it not for the fact that the customer has not received an answer, I would solve this customer issue quickly.",sentence-patterns/bella/advanced/pattern-1/practice-13-target.mp3
advanced,1,13,recommended,"Were it not for the fact that the customer has not received an answer, I would solve this customer issue quickly.",sentence-patterns/bella/advanced/pattern-1/practice-13-recommended.mp3
advanced,1,13,idiomatic,"Were it not for the fact that the customer has not received an answer, I would solve this customer issue quickly.",sentence-patterns/bella/advanced/pattern-1/practice-13-idiomatic.mp3
advanced,1,13,simple,We need to help the customer quickly.,sentence-patterns/bella/advanced/pattern-1/practice-13-simple.mp3
advanced,1,13,natural,"Were it not for the fact that the customer has not received an answer, I would solve this customer issue quickly.",sentence-patterns/bella/advanced/pattern-1/practice-13-natural.mp3
advanced,1,14,target,"Were it not for the fact that my cough has not gone away, I would make a doctor’s appointment this week.",sentence-patterns/bella/advanced/pattern-1/practice-14-target.mp3
advanced,1,14,recommended,"Were it not for the fact that my cough has not gone away, I would make a doctor’s appointment this week.",sentence-patterns/bella/advanced/pattern-1/practice-14-recommended.mp3
advanced,1,14,idiomatic,"Were it not for the fact that my cough has not gone away, I would make a doctor’s appointment this week.",sentence-patterns/bella/advanced/pattern-1/practice-14-idiomatic.mp3
advanced,1,14,simple,I need a doctor’s appointment.,sentence-patterns/bella/advanced/pattern-1/practice-14-simple.mp3
advanced,1,14,natural,"Were it not for the fact that my cough has not gone away, I would make a doctor’s appointment this week.",sentence-patterns/bella/advanced/pattern-1/practice-14-natural.mp3
advanced,1,15,target,"Were it not for the fact that we have not booked anything yet, I would plan a trip to Europe next summer.",sentence-patterns/bella/advanced/pattern-1/practice-15-target.mp3
advanced,1,15,recommended,"Were it not for the fact that we have not booked anything yet, I would plan a trip to Europe next summer.",sentence-patterns/bella/advanced/pattern-1/practice-15-recommended.mp3
advanced,1,15,idiomatic,"Were it not for the fact that we have not booked anything yet, I would plan a trip to Europe next summer.",sentence-patterns/bella/advanced/pattern-1/practice-15-idiomatic.mp3
advanced,1,15,simple,I want to travel to Europe next summer.,sentence-patterns/bella/advanced/pattern-1/practice-15-simple.mp3
advanced,1,15,natural,"Were it not for the fact that we have not booked anything yet, I would plan a trip to Europe next summer.",sentence-patterns/bella/advanced/pattern-1/practice-15-natural.mp3
advanced,1,16,target,"Were it not for the fact that the noise upstairs is too loud at night, I would talk to my neighbor about the noise.",sentence-patterns/bella/advanced/pattern-1/practice-16-target.mp3
advanced,1,16,recommended,"Were it not for the fact that the noise upstairs is too loud at night, I would talk to my neighbor about the noise.",sentence-patterns/bella/advanced/pattern-1/practice-16-recommended.mp3
advanced,1,16,idiomatic,"Were it not for the fact that the noise upstairs is too loud at night, I would talk to my neighbor about the noise.",sentence-patterns/bella/advanced/pattern-1/practice-16-idiomatic.mp3
advanced,1,16,simple,I need to talk to my neighbor.,sentence-patterns/bella/advanced/pattern-1/practice-16-simple.mp3
advanced,1,16,natural,"Were it not for the fact that the noise upstairs is too loud at night, I would talk to my neighbor about the noise.",sentence-patterns/bella/advanced/pattern-1/practice-16-natural.mp3
advanced,1,17,target,"Were it not for the fact that my teammate and I are not communicating well, I would resolve the conflict with my teammate.",sentence-patterns/bella/advanced/pattern-1/practice-17-target.mp3
advanced,1,17,recommended,"Were it not for the fact that my teammate and I are not communicating well, I would resolve the conflict with my teammate.",sentence-patterns/bella/advanced/pattern-1/practice-17-recommended.mp3
advanced,1,17,idiomatic,"Were it not for the fact that my teammate and I are not communicating well, I would resolve the conflict with my teammate.",sentence-patterns/bella/advanced/pattern-1/practice-17-idiomatic.mp3
advanced,1,17,simple,We need to solve the team conflict.,sentence-patterns/bella/advanced/pattern-1/practice-17-simple.mp3
advanced,1,17,natural,"Were it not for the fact that my teammate and I are not communicating well, I would resolve the conflict with my teammate.",sentence-patterns/bella/advanced/pattern-1/practice-17-natural.mp3
advanced,1,18,target,"Were it not for the fact that my mornings always feel rushed, I would build a calmer morning routine.",sentence-patterns/bella/advanced/pattern-1/practice-18-target.mp3
advanced,1,18,recommended,"Were it not for the fact that my mornings always feel rushed, I would build a calmer morning routine.",sentence-patterns/bella/advanced/pattern-1/practice-18-recommended.mp3
advanced,1,18,idiomatic,"Were it not for the fact that my mornings always feel rushed, I would build a calmer morning routine.",sentence-patterns/bella/advanced/pattern-1/practice-18-idiomatic.mp3
advanced,1,18,simple,I want a calmer morning.,sentence-patterns/bella/advanced/pattern-1/practice-18-simple.mp3
advanced,1,18,natural,"Were it not for the fact that my mornings always feel rushed, I would build a calmer morning routine.",sentence-patterns/bella/advanced/pattern-1/practice-18-natural.mp3
advanced,1,19,target,"Were it not for the fact that I do not have enough emergency savings, I would save money for an emergency fund.",sentence-patterns/bella/advanced/pattern-1/practice-19-target.mp3
advanced,1,19,recommended,"Were it not for the fact that I do not have enough emergency savings, I would save money for an emergency fund.",sentence-patterns/bella/advanced/pattern-1/practice-19-recommended.mp3
advanced,1,19,idiomatic,"Were it not for the fact that I do not have enough emergency savings, I would save money for an emergency fund.",sentence-patterns/bella/advanced/pattern-1/practice-19-idiomatic.mp3
advanced,1,19,simple,I need an emergency fund.,sentence-patterns/bella/advanced/pattern-1/practice-19-simple.mp3
advanced,1,19,natural,"Were it not for the fact that I do not have enough emergency savings, I would save money for an emergency fund.",sentence-patterns/bella/advanced/pattern-1/practice-19-natural.mp3
advanced,1,20,target,"Were it not for the fact that I do not have enough real speaking practice, I would join a language exchange group.",sentence-patterns/bella/advanced/pattern-1/practice-20-target.mp3
advanced,1,20,recommended,"Were it not for the fact that I do not have enough real speaking practice, I would join a language exchange group.",sentence-patterns/bella/advanced/pattern-1/practice-20-recommended.mp3
advanced,1,20,idiomatic,"Were it not for the fact that I do not have enough real speaking practice, I would join a language exchange group.",sentence-patterns/bella/advanced/pattern-1/practice-20-idiomatic.mp3
advanced,1,20,simple,I want more speaking practice.,sentence-patterns/bella/advanced/pattern-1/practice-20-simple.mp3
advanced,1,20,natural,"Were it not for the fact that I do not have enough real speaking practice, I would join a language exchange group.",sentence-patterns/bella/advanced/pattern-1/practice-20-natural.mp3
advanced,2,1,target,I would be most grateful if you could possibly help me finish this project before Friday.,sentence-patterns/bella/advanced/pattern-2/practice-1-target.mp3
advanced,2,1,recommended,I would be most grateful if you could possibly help me finish this project before Friday.,sentence-patterns/bella/advanced/pattern-2/practice-1-recommended.mp3
advanced,2,1,idiomatic,I would be most grateful if you could possibly help me finish this project before Friday.,sentence-patterns/bella/advanced/pattern-2/practice-1-idiomatic.mp3
advanced,2,1,simple,I need more time for this project.,sentence-patterns/bella/advanced/pattern-2/practice-1-simple.mp3
advanced,2,1,natural,I would be most grateful if you could possibly help me finish this project before Friday.,sentence-patterns/bella/advanced/pattern-2/practice-1-natural.mp3
advanced,2,2,target,I would be most grateful if you could possibly help me get honest feedback on my presentation.,sentence-patterns/bella/advanced/pattern-2/practice-2-target.mp3
advanced,2,2,recommended,I would be most grateful if you could possibly help me get honest feedback on my presentation.,sentence-patterns/bella/advanced/pattern-2/practice-2-recommended.mp3
advanced,2,2,idiomatic,I would be most grateful if you could possibly help me get honest feedback on my presentation.,sentence-patterns/bella/advanced/pattern-2/practice-2-idiomatic.mp3
advanced,2,2,simple,I need feedback on my presentation.,sentence-patterns/bella/advanced/pattern-2/practice-2-simple.mp3
advanced,2,2,natural,I would be most grateful if you could possibly help me get honest feedback on my presentation.,sentence-patterns/bella/advanced/pattern-2/practice-2-natural.mp3
advanced,2,3,target,I would be most grateful if you could possibly help me find a new apartment closer to my office.,sentence-patterns/bella/advanced/pattern-2/practice-3-target.mp3
advanced,2,3,recommended,I would be most grateful if you could possibly help me find a new apartment closer to my office.,sentence-patterns/bella/advanced/pattern-2/practice-3-recommended.mp3
advanced,2,3,idiomatic,I would be most grateful if you could possibly help me find a new apartment closer to my office.,sentence-patterns/bella/advanced/pattern-2/practice-3-idiomatic.mp3
advanced,2,3,simple,I want an apartment near my office.,sentence-patterns/bella/advanced/pattern-2/practice-3-simple.mp3
advanced,2,3,natural,I would be most grateful if you could possibly help me find a new apartment closer to my office.,sentence-patterns/bella/advanced/pattern-2/practice-3-natural.mp3
advanced,2,4,target,I would be most grateful if you could possibly help me learn how to cook healthy meals.,sentence-patterns/bella/advanced/pattern-2/practice-4-target.mp3
advanced,2,4,recommended,I would be most grateful if you could possibly help me learn how to cook healthy meals.,sentence-patterns/bella/advanced/pattern-2/practice-4-recommended.mp3
advanced,2,4,idiomatic,I would be most grateful if you could possibly help me learn how to cook healthy meals.,sentence-patterns/bella/advanced/pattern-2/practice-4-idiomatic.mp3
advanced,2,4,simple,I want to cook healthy meals.,sentence-patterns/bella/advanced/pattern-2/practice-4-simple.mp3
advanced,2,4,natural,I would be most grateful if you could possibly help me learn how to cook healthy meals.,sentence-patterns/bella/advanced/pattern-2/practice-4-natural.mp3
advanced,2,5,target,I would be most grateful if you could possibly help me get a good night’s sleep.,sentence-patterns/bella/advanced/pattern-2/practice-5-target.mp3
advanced,2,5,recommended,I would be most grateful if you could possibly help me get a good night’s sleep.,sentence-patterns/bella/advanced/pattern-2/practice-5-recommended.mp3
advanced,2,5,idiomatic,I would be most grateful if you could possibly help me get a good night’s sleep.,sentence-patterns/bella/advanced/pattern-2/practice-5-idiomatic.mp3
advanced,2,5,simple,I need a good night’s sleep.,sentence-patterns/bella/advanced/pattern-2/practice-5-simple.mp3
advanced,2,5,natural,I would be most grateful if you could possibly help me get a good night’s sleep.,sentence-patterns/bella/advanced/pattern-2/practice-5-natural.mp3
advanced,2,6,target,I would be most grateful if you could possibly help me improve my English speaking skills.,sentence-patterns/bella/advanced/pattern-2/practice-6-target.mp3
advanced,2,6,recommended,I would be most grateful if you could possibly help me improve my English speaking skills.,sentence-patterns/bella/advanced/pattern-2/practice-6-recommended.mp3
advanced,2,6,idiomatic,I would be most grateful if you could possibly help me improve my English speaking skills.,sentence-patterns/bella/advanced/pattern-2/practice-6-idiomatic.mp3
advanced,2,6,simple,I want to speak English better.,sentence-patterns/bella/advanced/pattern-2/practice-6-simple.mp3
advanced,2,6,natural,I would be most grateful if you could possibly help me improve my English speaking skills.,sentence-patterns/bella/advanced/pattern-2/practice-6-natural.mp3
advanced,2,7,target,I would be most grateful if you could possibly help me spend more quality time with my parents.,sentence-patterns/bella/advanced/pattern-2/practice-7-target.mp3
advanced,2,7,recommended,I would be most grateful if you could possibly help me spend more quality time with my parents.,sentence-patterns/bella/advanced/pattern-2/practice-7-recommended.mp3
advanced,2,7,idiomatic,I would be most grateful if you could possibly help me spend more quality time with my parents.,sentence-patterns/bella/advanced/pattern-2/practice-7-idiomatic.mp3
advanced,2,7,simple,I want more time with my parents.,sentence-patterns/bella/advanced/pattern-2/practice-7-simple.mp3
advanced,2,7,natural,I would be most grateful if you could possibly help me spend more quality time with my parents.,sentence-patterns/bella/advanced/pattern-2/practice-7-natural.mp3
advanced,2,8,target,I would be most grateful if you could possibly help me get financial advice about my savings.,sentence-patterns/bella/advanced/pattern-2/practice-8-target.mp3
advanced,2,8,recommended,I would be most grateful if you could possibly help me get financial advice about my savings.,sentence-patterns/bella/advanced/pattern-2/practice-8-recommended.mp3
advanced,2,8,idiomatic,I would be most grateful if you could possibly help me get financial advice about my savings.,sentence-patterns/bella/advanced/pattern-2/practice-8-idiomatic.mp3
advanced,2,8,simple,I need financial advice.,sentence-patterns/bella/advanced/pattern-2/practice-8-simple.mp3
advanced,2,8,natural,I would be most grateful if you could possibly help me get financial advice about my savings.,sentence-patterns/bella/advanced/pattern-2/practice-8-natural.mp3
advanced,2,9,target,I would be most grateful if you could possibly help me buy a reliable car.,sentence-patterns/bella/advanced/pattern-2/practice-9-target.mp3
advanced,2,9,recommended,I would be most grateful if you could possibly help me buy a reliable car.,sentence-patterns/bella/advanced/pattern-2/practice-9-recommended.mp3
advanced,2,9,idiomatic,I would be most grateful if you could possibly help me buy a reliable car.,sentence-patterns/bella/advanced/pattern-2/practice-9-idiomatic.mp3
advanced,2,9,simple,I need a reliable car.,sentence-patterns/bella/advanced/pattern-2/practice-9-simple.mp3
advanced,2,9,natural,I would be most grateful if you could possibly help me buy a reliable car.,sentence-patterns/bella/advanced/pattern-2/practice-9-natural.mp3
advanced,2,10,target,I would be most grateful if you could possibly help me take a short break from social media.,sentence-patterns/bella/advanced/pattern-2/practice-10-target.mp3
advanced,2,10,recommended,I would be most grateful if you could possibly help me take a short break from social media.,sentence-patterns/bella/advanced/pattern-2/practice-10-recommended.mp3
advanced,2,10,idiomatic,I would be most grateful if you could possibly help me take a short break from social media.,sentence-patterns/bella/advanced/pattern-2/practice-10-idiomatic.mp3
advanced,2,10,simple,I need a break from social media.,sentence-patterns/bella/advanced/pattern-2/practice-10-simple.mp3
advanced,2,10,natural,I would be most grateful if you could possibly help me take a short break from social media.,sentence-patterns/bella/advanced/pattern-2/practice-10-natural.mp3
advanced,2,11,target,I would be most grateful if you could possibly help me find a partner who supports my dreams.,sentence-patterns/bella/advanced/pattern-2/practice-11-target.mp3
advanced,2,11,recommended,I would be most grateful if you could possibly help me find a partner who supports my dreams.,sentence-patterns/bella/advanced/pattern-2/practice-11-recommended.mp3
advanced,2,11,idiomatic,I would be most grateful if you could possibly help me find a partner who supports my dreams.,sentence-patterns/bella/advanced/pattern-2/practice-11-idiomatic.mp3
advanced,2,11,simple,I want a supportive partner.,sentence-patterns/bella/advanced/pattern-2/practice-11-simple.mp3
advanced,2,11,natural,I would be most grateful if you could possibly help me find a partner who supports my dreams.,sentence-patterns/bella/advanced/pattern-2/practice-11-natural.mp3
advanced,2,12,target,I would be most grateful if you could possibly help me make a clear plan for my future career.,sentence-patterns/bella/advanced/pattern-2/practice-12-target.mp3
advanced,2,12,recommended,I would be most grateful if you could possibly help me make a clear plan for my future career.,sentence-patterns/bella/advanced/pattern-2/practice-12-recommended.mp3
advanced,2,12,idiomatic,I would be most grateful if you could possibly help me make a clear plan for my future career.,sentence-patterns/bella/advanced/pattern-2/practice-12-idiomatic.mp3
advanced,2,12,simple,I need a clear career plan.,sentence-patterns/bella/advanced/pattern-2/practice-12-simple.mp3
advanced,2,12,natural,I would be most grateful if you could possibly help me make a clear plan for my future career.,sentence-patterns/bella/advanced/pattern-2/practice-12-natural.mp3
advanced,2,13,target,I would be most grateful if you could possibly help me solve this customer issue quickly.,sentence-patterns/bella/advanced/pattern-2/practice-13-target.mp3
advanced,2,13,recommended,I would be most grateful if you could possibly help me solve this customer issue quickly.,sentence-patterns/bella/advanced/pattern-2/practice-13-recommended.mp3
advanced,2,13,idiomatic,I would be most grateful if you could possibly help me solve this customer issue quickly.,sentence-patterns/bella/advanced/pattern-2/practice-13-idiomatic.mp3
advanced,2,13,simple,We need to help the customer quickly.,sentence-patterns/bella/advanced/pattern-2/practice-13-simple.mp3
advanced,2,13,natural,I would be most grateful if you could possibly help me solve this customer issue quickly.,sentence-patterns/bella/advanced/pattern-2/practice-13-natural.mp3
advanced,2,14,target,I would be most grateful if you could possibly help me make a doctor’s appointment this week.,sentence-patterns/bella/advanced/pattern-2/practice-14-target.mp3
advanced,2,14,recommended,I would be most grateful if you could possibly help me make a doctor’s appointment this week.,sentence-patterns/bella/advanced/pattern-2/practice-14-recommended.mp3
advanced,2,14,idiomatic,I would be most grateful if you could possibly help me make a doctor’s appointment this week.,sentence-patterns/bella/advanced/pattern-2/practice-14-idiomatic.mp3
advanced,2,14,simple,I need a doctor’s appointment.,sentence-patterns/bella/advanced/pattern-2/practice-14-simple.mp3
advanced,2,14,natural,I would be most grateful if you could possibly help me make a doctor’s appointment this week.,sentence-patterns/bella/advanced/pattern-2/practice-14-natural.mp3
advanced,2,15,target,I would be most grateful if you could possibly help me plan a trip to Europe next summer.,sentence-patterns/bella/advanced/pattern-2/practice-15-target.mp3
advanced,2,15,recommended,I would be most grateful if you could possibly help me plan a trip to Europe next summer.,sentence-patterns/bella/advanced/pattern-2/practice-15-recommended.mp3
advanced,2,15,idiomatic,I would be most grateful if you could possibly help me plan a trip to Europe next summer.,sentence-patterns/bella/advanced/pattern-2/practice-15-idiomatic.mp3
advanced,2,15,simple,I want to travel to Europe next summer.,sentence-patterns/bella/advanced/pattern-2/practice-15-simple.mp3
advanced,2,15,natural,I would be most grateful if you could possibly help me plan a trip to Europe next summer.,sentence-patterns/bella/advanced/pattern-2/practice-15-natural.mp3
advanced,2,16,target,I would be most grateful if you could possibly help me talk to my neighbor about the noise.,sentence-patterns/bella/advanced/pattern-2/practice-16-target.mp3
advanced,2,16,recommended,I would be most grateful if you could possibly help me talk to my neighbor about the noise.,sentence-patterns/bella/advanced/pattern-2/practice-16-recommended.mp3
advanced,2,16,idiomatic,I would be most grateful if you could possibly help me talk to my neighbor about the noise.,sentence-patterns/bella/advanced/pattern-2/practice-16-idiomatic.mp3
advanced,2,16,simple,I need to talk to my neighbor.,sentence-patterns/bella/advanced/pattern-2/practice-16-simple.mp3
advanced,2,16,natural,I would be most grateful if you could possibly help me talk to my neighbor about the noise.,sentence-patterns/bella/advanced/pattern-2/practice-16-natural.mp3
advanced,2,17,target,I would be most grateful if you could possibly help me resolve the conflict with my teammate.,sentence-patterns/bella/advanced/pattern-2/practice-17-target.mp3
advanced,2,17,recommended,I would be most grateful if you could possibly help me resolve the conflict with my teammate.,sentence-patterns/bella/advanced/pattern-2/practice-17-recommended.mp3
advanced,2,17,idiomatic,I would be most grateful if you could possibly help me resolve the conflict with my teammate.,sentence-patterns/bella/advanced/pattern-2/practice-17-idiomatic.mp3
advanced,2,17,simple,We need to solve the team conflict.,sentence-patterns/bella/advanced/pattern-2/practice-17-simple.mp3
advanced,2,17,natural,I would be most grateful if you could possibly help me resolve the conflict with my teammate.,sentence-patterns/bella/advanced/pattern-2/practice-17-natural.mp3
advanced,2,18,target,I would be most grateful if you could possibly help me build a calmer morning routine.,sentence-patterns/bella/advanced/pattern-2/practice-18-target.mp3
advanced,2,18,recommended,I would be most grateful if you could possibly help me build a calmer morning routine.,sentence-patterns/bella/advanced/pattern-2/practice-18-recommended.mp3
advanced,2,18,idiomatic,I would be most grateful if you could possibly help me build a calmer morning routine.,sentence-patterns/bella/advanced/pattern-2/practice-18-idiomatic.mp3
advanced,2,18,simple,I want a calmer morning.,sentence-patterns/bella/advanced/pattern-2/practice-18-simple.mp3
advanced,2,18,natural,I would be most grateful if you could possibly help me build a calmer morning routine.,sentence-patterns/bella/advanced/pattern-2/practice-18-natural.mp3
advanced,2,19,target,I would be most grateful if you could possibly help me save money for an emergency fund.,sentence-patterns/bella/advanced/pattern-2/practice-19-target.mp3
advanced,2,19,recommended,I would be most grateful if you could possibly help me save money for an emergency fund.,sentence-patterns/bella/advanced/pattern-2/practice-19-recommended.mp3
advanced,2,19,idiomatic,I would be most grateful if you could possibly help me save money for an emergency fund.,sentence-patterns/bella/advanced/pattern-2/practice-19-idiomatic.mp3
