levelId,patternId,practiceId,variant,????,?????
basic,1,4,simple,I need a reliable car.,sentence-patterns/bella/basic/pattern-1/practice-4-simple.mp3
basic,1,4,natural,What I need is a reliable car that doesn’t break down all the time.,sentence-patterns/bella/basic/pattern-1/practice-4-natural.mp3
basic,1,5,target,What I want is to travel to Europe next summer.,sentence-patterns/bella/basic/pattern-1/practice-5-target.mp3
basic,1,5,recommended,What I want is to travel to Europe next summer.,sentence-patterns/bella/basic/pattern-1/practice-5-recommended.mp3
basic,1,5,idiomatic,What I’d love is to travel around Europe next summer.,sentence-patterns/bella/basic/pattern-1/practice-5-idiomatic.mp3
basic,1,5,simple,I want to travel to Europe next summer.,sentence-patterns/bella/basic/pattern-1/practice-5-simple.mp3
basic,1,5,natural,What I want is to take a trip to Europe next summer.,sentence-patterns/bella/basic/pattern-1/practice-5-natural.mp3
basic,1,6,target,What I need is better work-life balance in my daily routine.,sentence-patterns/bella/basic/pattern-1/practice-6-target.mp3
basic,1,6,recommended,What I need is better work-life balance in my daily routine.,sentence-patterns/bella/basic/pattern-1/practice-6-recommended.mp3
basic,1,6,idiomatic,What I really need is a healthier work-life balance in my everyday routine.,sentence-patterns/bella/basic/pattern-1/practice-6-idiomatic.mp3
basic,1,6,simple,I need better work-life balance.,sentence-patterns/bella/basic/pattern-1/practice-6-simple.mp3
basic,1,6,natural,What I need is better balance between work and life every day.,sentence-patterns/bella/basic/pattern-1/practice-6-natural.mp3
basic,1,7,target,What I want is a new apartment closer to my office.,sentence-patterns/bella/basic/pattern-1/practice-7-target.mp3
basic,1,7,recommended,What I want is a new apartment closer to my office.,sentence-patterns/bella/basic/pattern-1/practice-7-recommended.mp3
basic,1,7,idiomatic,What I’d like is a new apartment that’s closer to my office.,sentence-patterns/bella/basic/pattern-1/practice-7-idiomatic.mp3
basic,1,7,simple,I want a new apartment near my office.,sentence-patterns/bella/basic/pattern-1/practice-7-simple.mp3
basic,1,7,natural,What I want is a new place closer to work.,sentence-patterns/bella/basic/pattern-1/practice-7-natural.mp3
basic,1,8,target,What I need is honest feedback on my presentation.,sentence-patterns/bella/basic/pattern-1/practice-8-target.mp3
basic,1,8,recommended,What I need is honest feedback on my presentation.,sentence-patterns/bella/basic/pattern-1/practice-8-recommended.mp3
basic,1,8,idiomatic,"What I need is honest, useful feedback on my presentation.",sentence-patterns/bella/basic/pattern-1/practice-8-idiomatic.mp3
basic,1,8,simple,I need honest feedback on my presentation.,sentence-patterns/bella/basic/pattern-1/practice-8-simple.mp3
basic,1,8,natural,What I need is some honest feedback about my presentation.,sentence-patterns/bella/basic/pattern-1/practice-8-natural.mp3
basic,1,9,target,What I want is to learn how to cook healthy meals.,sentence-patterns/bella/basic/pattern-1/practice-9-target.mp3
basic,1,9,recommended,What I want is to learn how to cook healthy meals.,sentence-patterns/bella/basic/pattern-1/practice-9-recommended.mp3
basic,1,9,idiomatic,What I’d like is to learn how to make healthy meals.,sentence-patterns/bella/basic/pattern-1/practice-9-idiomatic.mp3
basic,1,9,simple,I want to learn to cook healthy meals.,sentence-patterns/bella/basic/pattern-1/practice-9-simple.mp3
basic,1,9,natural,What I want is to learn how to cook healthier food.,sentence-patterns/bella/basic/pattern-1/practice-9-natural.mp3
basic,1,10,target,What I need is a good night’s sleep after this busy week.,sentence-patterns/bella/basic/pattern-1/practice-10-target.mp3
basic,1,10,recommended,What I need is a good night’s sleep after this busy week.,sentence-patterns/bella/basic/pattern-1/practice-10-recommended.mp3
basic,1,10,idiomatic,What I really need is a solid night’s sleep after such a busy week.,sentence-patterns/bella/basic/pattern-1/practice-10-idiomatic.mp3
basic,1,10,simple,I need a good night’s sleep.,sentence-patterns/bella/basic/pattern-1/practice-10-simple.mp3
basic,1,10,natural,What I need is a good night’s rest after this busy week.,sentence-patterns/bella/basic/pattern-1/practice-10-natural.mp3
basic,1,11,target,What I want is for my children to be happy and healthy.,sentence-patterns/bella/basic/pattern-1/practice-11-target.mp3
basic,1,11,recommended,What I want is for my children to be happy and healthy.,sentence-patterns/bella/basic/pattern-1/practice-11-recommended.mp3
basic,1,11,idiomatic,What I want most is for my children to be happy and healthy.,sentence-patterns/bella/basic/pattern-1/practice-11-idiomatic.mp3
basic,1,11,simple,I want my children to be happy and healthy.,sentence-patterns/bella/basic/pattern-1/practice-11-simple.mp3
basic,1,11,natural,What I want is for my kids to stay happy and healthy.,sentence-patterns/bella/basic/pattern-1/practice-11-natural.mp3
basic,1,12,target,What I need is a clear plan for my future career.,sentence-patterns/bella/basic/pattern-1/practice-12-target.mp3
basic,1,12,recommended,What I need is a clear plan for my future career.,sentence-patterns/bella/basic/pattern-1/practice-12-recommended.mp3
basic,1,12,idiomatic,What I need is a clear roadmap for my future career.,sentence-patterns/bella/basic/pattern-1/practice-12-idiomatic.mp3
basic,1,12,simple,I need a clear career plan.,sentence-patterns/bella/basic/pattern-1/practice-12-simple.mp3
basic,1,12,natural,What I need is a clear plan for where my career is going.,sentence-patterns/bella/basic/pattern-1/practice-12-natural.mp3
basic,1,13,target,What I want is to spend more quality time with my parents.,sentence-patterns/bella/basic/pattern-1/practice-13-target.mp3
basic,1,13,recommended,What I want is to spend more quality time with my parents.,sentence-patterns/bella/basic/pattern-1/practice-13-recommended.mp3
basic,1,13,idiomatic,What I’d really like is to spend more meaningful time with my parents.,sentence-patterns/bella/basic/pattern-1/practice-13-idiomatic.mp3
basic,1,13,simple,I want more time with my parents.,sentence-patterns/bella/basic/pattern-1/practice-13-simple.mp3
basic,1,13,natural,What I want is to have more quality time with my parents.,sentence-patterns/bella/basic/pattern-1/practice-13-natural.mp3
basic,1,14,target,What I need is some encouragement when I feel stressed.,sentence-patterns/bella/basic/pattern-1/practice-14-target.mp3
basic,1,14,recommended,What I need is some encouragement when I feel stressed.,sentence-patterns/bella/basic/pattern-1/practice-14-recommended.mp3
basic,1,14,idiomatic,What I need is a bit of encouragement when stress gets to me.,sentence-patterns/bella/basic/pattern-1/practice-14-idiomatic.mp3
basic,1,14,simple,I need encouragement when I feel stressed.,sentence-patterns/bella/basic/pattern-1/practice-14-simple.mp3
basic,1,14,natural,What I need is some support when I’m feeling stressed.,sentence-patterns/bella/basic/pattern-1/practice-14-natural.mp3
basic,1,15,target,What I want is a peaceful morning without rushing.,sentence-patterns/bella/basic/pattern-1/practice-15-target.mp3
basic,1,15,recommended,What I want is a peaceful morning without rushing.,sentence-patterns/bella/basic/pattern-1/practice-15-recommended.mp3
basic,1,15,idiomatic,What I’d love is a calm morning without having to rush.,sentence-patterns/bella/basic/pattern-1/practice-15-idiomatic.mp3
basic,1,15,simple,I want a peaceful morning.,sentence-patterns/bella/basic/pattern-1/practice-15-simple.mp3
basic,1,15,natural,What I want is a peaceful morning where I don’t have to rush.,sentence-patterns/bella/basic/pattern-1/practice-15-natural.mp3
basic,1,16,target,What I need is financial advice to manage my savings better.,sentence-patterns/bella/basic/pattern-1/practice-16-target.mp3
basic,1,16,recommended,What I need is financial advice to manage my savings better.,sentence-patterns/bella/basic/pattern-1/practice-16-recommended.mp3
basic,1,16,idiomatic,What I need is financial advice to help me manage my savings better.,sentence-patterns/bella/basic/pattern-1/practice-16-idiomatic.mp3
basic,1,16,simple,I need financial advice.,sentence-patterns/bella/basic/pattern-1/practice-16-simple.mp3
basic,1,16,natural,What I need is some advice on managing my savings better.,sentence-patterns/bella/basic/pattern-1/practice-16-natural.mp3
basic,1,17,target,What I want is to improve my English speaking skills quickly.,sentence-patterns/bella/basic/pattern-1/practice-17-target.mp3
basic,1,17,recommended,What I want is to improve my English speaking skills quickly.,sentence-patterns/bella/basic/pattern-1/practice-17-recommended.mp3
basic,1,17,idiomatic,What I really want is to improve my spoken English as quickly as possible.,sentence-patterns/bella/basic/pattern-1/practice-17-idiomatic.mp3
basic,1,17,simple,I want to improve my English speaking quickly.,sentence-patterns/bella/basic/pattern-1/practice-17-simple.mp3
basic,1,17,natural,What I want is to get better at speaking English quickly.,sentence-patterns/bella/basic/pattern-1/practice-17-natural.mp3
basic,1,18,target,What I need is a break from social media for a few days.,sentence-patterns/bella/basic/pattern-1/practice-18-target.mp3
basic,1,18,recommended,What I need is a break from social media for a few days.,sentence-patterns/bella/basic/pattern-1/practice-18-recommended.mp3
basic,1,18,idiomatic,What I need is a few days away from social media.,sentence-patterns/bella/basic/pattern-1/practice-18-idiomatic.mp3
basic,1,18,simple,I need a break from social media.,sentence-patterns/bella/basic/pattern-1/practice-18-simple.mp3
basic,1,18,natural,What I need is to take a short break from social media.,sentence-patterns/bella/basic/pattern-1/practice-18-natural.mp3
basic,1,19,target,What I want is a partner who supports my dreams.,sentence-patterns/bella/basic/pattern-1/practice-19-target.mp3
basic,1,19,recommended,What I want is a partner who supports my dreams.,sentence-patterns/bella/basic/pattern-1/practice-19-recommended.mp3
basic,1,19,idiomatic,What I want is a partner who truly supports my dreams.,sentence-patterns/bella/basic/pattern-1/practice-19-idiomatic.mp3
basic,1,19,simple,I want a supportive partner.,sentence-patterns/bella/basic/pattern-1/practice-19-simple.mp3
basic,1,19,natural,What I want is someone who supports what I dream of doing.,sentence-patterns/bella/basic/pattern-1/practice-19-natural.mp3
basic,1,20,target,What I need is to feel more confident in everyday conversations.,sentence-patterns/bella/basic/pattern-1/practice-20-target.mp3
basic,1,20,recommended,What I need is to feel more confident in everyday conversations.,sentence-patterns/bella/basic/pattern-1/practice-20-recommended.mp3
basic,1,20,idiomatic,What I need is to feel more at ease in everyday conversations.,sentence-patterns/bella/basic/pattern-1/practice-20-idiomatic.mp3
basic,1,20,simple,I need more confidence in everyday conversations.,sentence-patterns/bella/basic/pattern-1/practice-20-simple.mp3
basic,1,20,natural,What I need is more confidence when I talk to people every day.,sentence-patterns/bella/basic/pattern-1/practice-20-natural.mp3
basic,2,1,target,I’d like to finish this project before Friday.,sentence-patterns/bella/basic/pattern-2/practice-1-target.mp3
basic,2,1,recommended,I’d like to finish this project before Friday.,sentence-patterns/bella/basic/pattern-2/practice-1-recommended.mp3
basic,2,1,idiomatic,I need a little more breathing room on this project.,sentence-patterns/bella/basic/pattern-2/practice-1-idiomatic.mp3
basic,2,1,simple,I need more time for this project.,sentence-patterns/bella/basic/pattern-2/practice-1-simple.mp3
basic,2,1,natural,I’d like to finish this project before Friday.,sentence-patterns/bella/basic/pattern-2/practice-1-natural.mp3
basic,2,2,target,I’d like to get honest feedback on my presentation.,sentence-patterns/bella/basic/pattern-2/practice-2-target.mp3
basic,2,2,recommended,I’d like to get honest feedback on my presentation.,sentence-patterns/bella/basic/pattern-2/practice-2-recommended.mp3
basic,2,2,idiomatic,I could really use some honest feedback on my presentation.,sentence-patterns/bella/basic/pattern-2/practice-2-idiomatic.mp3
basic,2,2,simple,I need feedback on my presentation.,sentence-patterns/bella/basic/pattern-2/practice-2-simple.mp3
basic,2,2,natural,I’d like to get honest feedback on my presentation.,sentence-patterns/bella/basic/pattern-2/practice-2-natural.mp3
basic,2,3,target,I’d like to find a new apartment closer to my office.,sentence-patterns/bella/basic/pattern-2/practice-3-target.mp3
basic,2,3,recommended,I’d like to find a new apartment closer to my office.,sentence-patterns/bella/basic/pattern-2/practice-3-recommended.mp3
basic,2,3,idiomatic,I am trying to find a place closer to work.,sentence-patterns/bella/basic/pattern-2/practice-3-idiomatic.mp3
basic,2,3,simple,I want an apartment near my office.,sentence-patterns/bella/basic/pattern-2/practice-3-simple.mp3
basic,2,3,natural,I’d like to find a new apartment closer to my office.,sentence-patterns/bella/basic/pattern-2/practice-3-natural.mp3
basic,2,4,target,I’d like to learn how to cook healthy meals.,sentence-patterns/bella/basic/pattern-2/practice-4-target.mp3
basic,2,4,recommended,I’d like to learn how to cook healthy meals.,sentence-patterns/bella/basic/pattern-2/practice-4-recommended.mp3
basic,2,4,idiomatic,I want to get better at making healthy food at home.,sentence-patterns/bella/basic/pattern-2/practice-4-idiomatic.mp3
basic,2,4,simple,I want to cook healthy meals.,sentence-patterns/bella/basic/pattern-2/practice-4-simple.mp3
basic,2,4,natural,I’d like to learn how to cook healthy meals.,sentence-patterns/bella/basic/pattern-2/practice-4-natural.mp3
basic,2,5,target,I’d like to get a good night’s sleep.,sentence-patterns/bella/basic/pattern-2/practice-5-target.mp3
basic,2,5,recommended,I’d like to get a good night’s sleep.,sentence-patterns/bella/basic/pattern-2/practice-5-recommended.mp3
basic,2,5,idiomatic,I really need a solid night of sleep.,sentence-patterns/bella/basic/pattern-2/practice-5-idiomatic.mp3
basic,2,5,simple,I need a good night’s sleep.,sentence-patterns/bella/basic/pattern-2/practice-5-simple.mp3
basic,2,5,natural,I’d like to get a good night’s sleep.,sentence-patterns/bella/basic/pattern-2/practice-5-natural.mp3
basic,2,6,target,I’d like to improve my English speaking skills.,sentence-patterns/bella/basic/pattern-2/practice-6-target.mp3
basic,2,6,recommended,I’d like to improve my English speaking skills.,sentence-patterns/bella/basic/pattern-2/practice-6-recommended.mp3
basic,2,6,idiomatic,I want to get more comfortable speaking English.,sentence-patterns/bella/basic/pattern-2/practice-6-idiomatic.mp3
basic,2,6,simple,I want to speak English better.,sentence-patterns/bella/basic/pattern-2/practice-6-simple.mp3
basic,2,6,natural,I’d like to improve my English speaking skills.,sentence-patterns/bella/basic/pattern-2/practice-6-natural.mp3
basic,2,7,target,I’d like to spend more quality time with my parents.,sentence-patterns/bella/basic/pattern-2/practice-7-target.mp3
basic,2,7,recommended,I’d like to spend more quality time with my parents.,sentence-patterns/bella/basic/pattern-2/practice-7-recommended.mp3
basic,2,7,idiomatic,I want to make more real time for my family.,sentence-patterns/bella/basic/pattern-2/practice-7-idiomatic.mp3
basic,2,7,simple,I want more time with my parents.,sentence-patterns/bella/basic/pattern-2/practice-7-simple.mp3
basic,2,7,natural,I’d like to spend more quality time with my parents.,sentence-patterns/bella/basic/pattern-2/practice-7-natural.mp3
basic,2,8,target,I’d like to get financial advice about my savings.,sentence-patterns/bella/basic/pattern-2/practice-8-target.mp3
basic,2,8,recommended,I’d like to get financial advice about my savings.,sentence-patterns/bella/basic/pattern-2/practice-8-recommended.mp3
basic,2,8,idiomatic,I need some guidance on how to handle my savings.,sentence-patterns/bella/basic/pattern-2/practice-8-idiomatic.mp3
basic,2,8,simple,I need financial advice.,sentence-patterns/bella/basic/pattern-2/practice-8-simple.mp3
basic,2,8,natural,I’d like to get financial advice about my savings.,sentence-patterns/bella/basic/pattern-2/practice-8-natural.mp3
basic,2,9,target,I’d like to buy a reliable car.,sentence-patterns/bella/basic/pattern-2/practice-9-target.mp3
basic,2,9,recommended,I’d like to buy a reliable car.,sentence-patterns/bella/basic/pattern-2/practice-9-recommended.mp3
basic,2,9,idiomatic,I need a car I can actually count on.,sentence-patterns/bella/basic/pattern-2/practice-9-idiomatic.mp3
basic,2,9,simple,I need a reliable car.,sentence-patterns/bella/basic/pattern-2/practice-9-simple.mp3
basic,2,9,natural,I’d like to buy a reliable car.,sentence-patterns/bella/basic/pattern-2/practice-9-natural.mp3
basic,2,10,target,I’d like to take a short break from social media.,sentence-patterns/bella/basic/pattern-2/practice-10-target.mp3
basic,2,10,recommended,I’d like to take a short break from social media.,sentence-patterns/bella/basic/pattern-2/practice-10-recommended.mp3
basic,2,10,idiomatic,I need to step away from social media for a bit.,sentence-patterns/bella/basic/pattern-2/practice-10-idiomatic.mp3
basic,2,10,simple,I need a break from social media.,sentence-patterns/bella/basic/pattern-2/practice-10-simple.mp3
basic,2,10,natural,I’d like to take a short break from social media.,sentence-patterns/bella/basic/pattern-2/practice-10-natural.mp3
basic,2,11,target,I’d like to find a partner who supports my dreams.,sentence-patterns/bella/basic/pattern-2/practice-11-target.mp3
basic,2,11,recommended,I’d like to find a partner who supports my dreams.,sentence-patterns/bella/basic/pattern-2/practice-11-recommended.mp3
basic,2,11,idiomatic,I want someone who is truly on my side.,sentence-patterns/bella/basic/pattern-2/practice-11-idiomatic.mp3
basic,2,11,simple,I want a supportive partner.,sentence-patterns/bella/basic/pattern-2/practice-11-simple.mp3
basic,2,11,natural,I’d like to find a partner who supports my dreams.,sentence-patterns/bella/basic/pattern-2/practice-11-natural.mp3
basic,2,12,target,I’d like to make a clear plan for my future career.,sentence-patterns/bella/basic/pattern-2/practice-12-target.mp3
basic,2,12,recommended,I’d like to make a clear plan for my future career.,sentence-patterns/bella/basic/pattern-2/practice-12-recommended.mp3
basic,2,12,idiomatic,I need a clearer roadmap for my career.,sentence-patterns/bella/basic/pattern-2/practice-12-idiomatic.mp3
basic,2,12,simple,I need a clear career plan.,sentence-patterns/bella/basic/pattern-2/practice-12-simple.mp3
basic,2,12,natural,I’d like to make a clear plan for my future career.,sentence-patterns/bella/basic/pattern-2/practice-12-natural.mp3
basic,2,13,target,I’d like to solve this customer issue quickly.,sentence-patterns/bella/basic/pattern-2/practice-13-target.mp3
basic,2,13,recommended,I’d like to solve this customer issue quickly.,sentence-patterns/bella/basic/pattern-2/practice-13-recommended.mp3
basic,2,13,idiomatic,We need to get this customer issue sorted out quickly.,sentence-patterns/bella/basic/pattern-2/practice-13-idiomatic.mp3
basic,2,13,simple,We need to help the customer quickly.,sentence-patterns/bella/basic/pattern-2/practice-13-simple.mp3
basic,2,13,natural,I’d like to solve this customer issue quickly.,sentence-patterns/bella/basic/pattern-2/practice-13-natural.mp3
basic,2,14,target,I’d like to make a doctor’s appointment this week.,sentence-patterns/bella/basic/pattern-2/practice-14-target.mp3
basic,2,14,recommended,I’d like to make a doctor’s appointment this week.,sentence-patterns/bella/basic/pattern-2/practice-14-recommended.mp3
basic,2,14,idiomatic,I should get this checked by a doctor this week.,sentence-patterns/bella/basic/pattern-2/practice-14-idiomatic.mp3
basic,2,14,simple,I need a doctor’s appointment.,sentence-patterns/bella/basic/pattern-2/practice-14-simple.mp3
basic,2,14,natural,I’d like to make a doctor’s appointment this week.,sentence-patterns/bella/basic/pattern-2/practice-14-natural.mp3
basic,2,15,target,I’d like to plan a trip to Europe next summer.,sentence-patterns/bella/basic/pattern-2/practice-15-target.mp3
basic,2,15,recommended,I’d like to plan a trip to Europe next summer.,sentence-patterns/bella/basic/pattern-2/practice-15-recommended.mp3
basic,2,15,idiomatic,I’d love to plan a Europe trip for next summer.,sentence-patterns/bella/basic/pattern-2/practice-15-idiomatic.mp3
basic,2,15,simple,I want to travel to Europe next summer.,sentence-patterns/bella/basic/pattern-2/practice-15-simple.mp3
basic,2,15,natural,I’d like to plan a trip to Europe next summer.,sentence-patterns/bella/basic/pattern-2/practice-15-natural.mp3
basic,2,16,target,I’d like to talk to my neighbor about the noise.,sentence-patterns/bella/basic/pattern-2/practice-16-target.mp3
basic,2,16,recommended,I’d like to talk to my neighbor about the noise.,sentence-patterns/bella/basic/pattern-2/practice-16-recommended.mp3
basic,2,16,idiomatic,I need to have a calm word with my neighbor about the noise.,sentence-patterns/bella/basic/pattern-2/practice-16-idiomatic.mp3
basic,2,16,simple,I need to talk to my neighbor.,sentence-patterns/bella/basic/pattern-2/practice-16-simple.mp3
basic,2,16,natural,I’d like to talk to my neighbor about the noise.,sentence-patterns/bella/basic/pattern-2/practice-16-natural.mp3
basic,2,17,target,I’d like to resolve the conflict with my teammate.,sentence-patterns/bella/basic/pattern-2/practice-17-target.mp3
basic,2,17,recommended,I’d like to resolve the conflict with my teammate.,sentence-patterns/bella/basic/pattern-2/practice-17-recommended.mp3
basic,2,17,idiomatic,We need to clear the air with my teammate.,sentence-patterns/bella/basic/pattern-2/practice-17-idiomatic.mp3
basic,2,17,simple,We need to solve the team conflict.,sentence-patterns/bella/basic/pattern-2/practice-17-simple.mp3
basic,2,17,natural,I’d like to resolve the conflict with my teammate.,sentence-patterns/bella/basic/pattern-2/practice-17-natural.mp3
basic,2,18,target,I’d like to build a calmer morning routine.,sentence-patterns/bella/basic/pattern-2/practice-18-target.mp3
basic,2,18,recommended,I’d like to build a calmer morning routine.,sentence-patterns/bella/basic/pattern-2/practice-18-recommended.mp3
basic,2,18,idiomatic,I want my mornings to feel less rushed.,sentence-patterns/bella/basic/pattern-2/practice-18-idiomatic.mp3
basic,2,18,simple,I want a calmer morning.,sentence-patterns/bella/basic/pattern-2/practice-18-simple.mp3
basic,2,18,natural,I’d like to build a calmer morning routine.,sentence-patterns/bella/basic/pattern-2/practice-18-natural.mp3
basic,2,19,target,I’d like to save money for an emergency fund.,sentence-patterns/bella/basic/pattern-2/practice-19-target.mp3
basic,2,19,recommended,I’d like to save money for an emergency fund.,sentence-patterns/bella/basic/pattern-2/practice-19-recommended.mp3
basic,2,19,idiomatic,I want to build up a safety cushion.,sentence-patterns/bella/basic/pattern-2/practice-19-idiomatic.mp3
basic,2,19,simple,I need an emergency fund.,sentence-patterns/bella/basic/pattern-2/practice-19-simple.mp3
basic,2,19,natural,I’d like to save money for an emergency fund.,sentence-patterns/bella/basic/pattern-2/practice-19-natural.mp3
basic,2,20,target,I’d like to join a language exchange group.,sentence-patterns/bella/basic/pattern-2/practice-20-target.mp3
basic,2,20,recommended,I’d like to join a language exchange group.,sentence-patterns/bella/basic/pattern-2/practice-20-recommended.mp3
basic,2,20,idiomatic,I want to get more real conversation practice.,sentence-patterns/bella/basic/pattern-2/practice-20-idiomatic.mp3
basic,2,20,simple,I want more speaking practice.,sentence-patterns/bella/basic/pattern-2/practice-20-simple.mp3
basic,2,20,natural,I’d like to join a language exchange group.,sentence-patterns/bella/basic/pattern-2/practice-20-natural.mp3
basic,3,1,target,I have to finish this project before Friday because the deadline is getting close.,sentence-patterns/bella/basic/pattern-3/practice-1-target.mp3
basic,3,1,recommended,I have to finish this project before Friday because the deadline is getting close.,sentence-patterns/bella/basic/pattern-3/practice-1-recommended.mp3
basic,3,1,idiomatic,I need a little more breathing room on this project.,sentence-patterns/bella/basic/pattern-3/practice-1-idiomatic.mp3
basic,3,1,simple,I need more time for this project.,sentence-patterns/bella/basic/pattern-3/practice-1-simple.mp3
basic,3,1,natural,I have to finish this project before Friday because the deadline is getting close.,sentence-patterns/bella/basic/pattern-3/practice-1-natural.mp3
basic,3,2,target,I have to get honest feedback on my presentation because I want to make my message easier to understand.,sentence-patterns/bella/basic/pattern-3/practice-2-target.mp3
basic,3,2,recommended,I have to get honest feedback on my presentation because I want to make my message easier to understand.,sentence-patterns/bella/basic/pattern-3/practice-2-recommended.mp3
basic,3,2,idiomatic,I could really use some honest feedback on my presentation.,sentence-patterns/bella/basic/pattern-3/practice-2-idiomatic.mp3
basic,3,2,simple,I need feedback on my presentation.,sentence-patterns/bella/basic/pattern-3/practice-2-simple.mp3
basic,3,2,natural,I have to get honest feedback on my presentation because I want to make my message easier to understand.,sentence-patterns/bella/basic/pattern-3/practice-2-natural.mp3
basic,3,3,target,I have to find a new apartment closer to my office because my commute takes too much time.,sentence-patterns/bella/basic/pattern-3/practice-3-target.mp3
basic,3,3,recommended,I have to find a new apartment closer to my office because my commute takes too much time.,sentence-patterns/bella/basic/pattern-3/practice-3-recommended.mp3
basic,3,3,idiomatic,I am trying to find a place closer to work.,sentence-patterns/bella/basic/pattern-3/practice-3-idiomatic.mp3
basic,3,3,simple,I want an apartment near my office.,sentence-patterns/bella/basic/pattern-3/practice-3-simple.mp3
basic,3,3,natural,I have to find a new apartment closer to my office because my commute takes too much time.,sentence-patterns/bella/basic/pattern-3/practice-3-natural.mp3
basic,3,4,target,I have to learn how to cook healthy meals because I want to take better care of my health.,sentence-patterns/bella/basic/pattern-3/practice-4-target.mp3
basic,3,4,recommended,I have to learn how to cook healthy meals because I want to take better care of my health.,sentence-patterns/bella/basic/pattern-3/practice-4-recommended.mp3
basic,3,4,idiomatic,I want to get better at making healthy food at home.,sentence-patterns/bella/basic/pattern-3/practice-4-idiomatic.mp3
basic,3,4,simple,I want to cook healthy meals.,sentence-patterns/bella/basic/pattern-3/practice-4-simple.mp3
basic,3,4,natural,I have to learn how to cook healthy meals because I want to take better care of my health.,sentence-patterns/bella/basic/pattern-3/practice-4-natural.mp3
basic,3,5,target,I have to get a good night’s sleep because I have been tired all week.,sentence-patterns/bella/basic/pattern-3/practice-5-target.mp3
basic,3,5,recommended,I have to get a good night’s sleep because I have been tired all week.,sentence-patterns/bella/basic/pattern-3/practice-5-recommended.mp3
basic,3,5,idiomatic,I really need a solid night of sleep.,sentence-patterns/bella/basic/pattern-3/practice-5-idiomatic.mp3
basic,3,5,simple,I need a good night’s sleep.,sentence-patterns/bella/basic/pattern-3/practice-5-simple.mp3
basic,3,5,natural,I have to get a good night’s sleep because I have been tired all week.,sentence-patterns/bella/basic/pattern-3/practice-5-natural.mp3
basic,3,6,target,I have to improve my English speaking skills because I want to communicate more naturally.,sentence-patterns/bella/basic/pattern-3/practice-6-target.mp3
basic,3,6,recommended,I have to improve my English speaking skills because I want to communicate more naturally.,sentence-patterns/bella/basic/pattern-3/practice-6-recommended.mp3
basic,3,6,idiomatic,I want to get more comfortable speaking English.,sentence-patterns/bella/basic/pattern-3/practice-6-idiomatic.mp3
basic,3,6,simple,I want to speak English better.,sentence-patterns/bella/basic/pattern-3/practice-6-simple.mp3
basic,3,6,natural,I have to improve my English speaking skills because I want to communicate more naturally.,sentence-patterns/bella/basic/pattern-3/practice-6-natural.mp3
basic,3,7,target,I have to spend more quality time with my parents because family time matters to me.,sentence-patterns/bella/basic/pattern-3/practice-7-target.mp3
basic,3,7,recommended,I have to spend more quality time with my parents because family time matters to me.,sentence-patterns/bella/basic/pattern-3/practice-7-recommended.mp3
basic,3,7,idiomatic,I want to make more real time for my family.,sentence-patterns/bella/basic/pattern-3/practice-7-idiomatic.mp3
